condition,metric,direction,practical_threshold,replicates,n,reference_mean,condition_mean,raw_delta_mean,raw_delta_median,raw_delta_ci95_low,raw_delta_ci95_high,benefit_mean,benefit_median,benefit_ci95_low,benefit_ci95_high,classification,practical_wins,practical_ties,practical_losses,condition_to_reference_ratio,size_interpretation
gaussian_no_residual,p95_displacement_mm,,1.5,1,16,17.596948862075806,7.579611003398895,-10.01733785867691,-11.94499135017395,-12.226714066416026,-7.652933700382712,,,,,,,,,0.43073438826285104,smaller
gaussian_roll,ncc_after,1,0.005,5,16,0.5333500150591135,0.5273801360279322,-0.005969879031181319,-0.0045229136943816806,-0.009169932864606366,-0.0034529485087841554,-0.005969879031181319,-0.0045229136943816806,-0.009153906414285293,-0.0034303351305425027,meaningful_harm,0,9,7,0.9888068269192425,
gaussian_roll,dice_after,1,0.01,5,15,0.5943615802059627,0.5800029631385956,-0.014358617067367185,-0.010893169622842702,-0.021541643115786293,-0.007339990888056138,-0.014358617067367185,-0.010893169622842702,-0.021405888543184867,-0.007268894787460953,meaningful_harm,0,7,8,0.9758419495042201,
gaussian_roll,dice_label_1,1,0.01,5,12,0.5145807360354756,0.497251906476591,-0.017328829558884564,-0.01332647840138071,-0.028937120982798024,-0.006926796127679302,-0.017328829558884564,-0.01332647840138071,-0.02924563830675235,-0.0068699254927442645,meaningful_harm,0,5,7,0.9663243717742089,
gaussian_roll,dice_label_2,1,0.01,5,13,0.6718905953913041,0.6628407696905688,-0.009049825700735327,-0.0031507047965423363,-0.017354614003220796,-0.0017227657478605285,-0.009049825700735327,-0.0031507047965423363,-0.017197401308099696,-0.0016644430912022817,inconclusive_or_mixed,1,9,3,0.986530804623832,
gaussian_roll,hd95_after_mm,-1,1.5,5,15,8.476718513762489,8.912313034852245,0.4355945210897568,0.28689608271806044,0.19812245548971522,0.7049331940860974,-0.4355945210897568,-0.28689608271806044,-0.7082974457436952,-0.19698365566118345,practical_equivalence,0,15,0,1.0513871636037626,
gaussian_roll,assd_after_mm,-1,0.5,5,15,2.240134311065376,2.3928007646022063,0.15266645353683017,0.09495298299293342,0.07744565915232175,0.23683154206724144,-0.15266645353683017,-0.09495298299293342,-0.23925431636860522,-0.07832777069948137,practical_equivalence,0,14,1,1.0681505804284674,
gaussian_roll,negative_jacobian_ratio,-1,0.001,5,16,0.0044694899588648695,0.00450716772247688,3.767776361200964e-05,-0.00022503659129142735,-0.0003274099585541989,0.0006417131615307879,-3.767776361200964e-05,0.00022503659129142735,-0.0006348377039103072,0.00033241241540963516,practical_equivalence,0,15,1,1.0084299917795496,
gaussian_roll,below_safe_jacobian_ratio,-1,0.01,5,16,0.17194583779200912,0.1715811278671026,-0.0003647099249064912,-0.002919737994670865,-0.010838568459730594,0.013068377142772073,0.0003647099249064912,0.002919737994670865,-0.013000424669589847,0.010720966290682551,inconclusive_or_mixed,2,13,1,0.9978789255407993,
gaussian_roll,minimum_jacobian,1,0.1,5,16,-4.485636368393898,-4.085956377536059,0.3996799908578395,0.4165174663066864,-0.8471622165292503,1.4510326294042168,0.3996799908578395,0.4165174663066864,-0.8626600131206216,1.459907069522887,inconclusive_or_mixed,11,0,5,0.9108978173812724,
gaussian_roll,mean_displacement_mm,,0.75,5,16,6.854046031832695,6.271383875608444,-0.5826621562242509,-0.6176847457885741,-0.7807912646979094,-0.3955140275508165,,,,,,,,,0.914990043323585,smaller
gaussian_roll,p95_displacement_mm,,1.5,5,16,17.596948862075806,14.15533368587494,-3.441615176200867,-3.4694150924682603,-4.519139064848423,-2.4411974969506267,,,,,,,,,0.8044197773616261,smaller
gaussian_zero,ncc_after,1,0.005,1,16,0.5333500150591135,0.5336071476340294,0.0002571325749158859,0.00027962028980255127,-0.000651099719107151,0.0011978551279753444,0.0002571325749158859,0.00027962028980255127,-0.0006635273341089488,0.0012131412513554092,practical_equivalence,1,15,0,1.0004821084984639,
gaussian_zero,dice_after,1,0.01,1,15,0.5943615802059627,0.5942711580680456,-9.042213791700855e-05,0.000636897175066542,-0.0026802990983642977,0.002318980316107415,-9.042213791700855e-05,0.000636897175066542,-0.002673042588844136,0.002332944051903576,practical_equivalence,1,13,1,0.999847866785256,
gaussian_zero,dice_label_1,1,0.01,1,12,0.5145807360354756,0.5158644417110391,0.0012837056755635329,0.000641845910500205,-0.0008754350800909041,0.004157690672305859,0.0012837056755635329,0.000641845910500205,-0.0009229882435650617,0.004089682161195608,practical_equivalence,1,11,0,1.0024946632970633,
gaussian_zero,dice_label_2,1,0.01,1,13,0.6718905953913041,0.6721229362550498,0.00023234086374574343,0.0005560393484921322,-0.0028723306190876247,0.003089992455957116,0.00023234086374574343,0.0005560393484921322,-0.0029283503752595983,0.0031106970772519027,practical_equivalence,0,12,1,1.0003458016310087,
gaussian_zero,hd95_after_mm,-1,1.5,1,15,8.476718513762489,8.502065782973627,0.02534726921113884,0.0,-0.07194143991612002,0.12196308636206532,-0.02534726921113884,0.0,-0.12345117204532481,0.07071290014644847,practical_equivalence,0,15,0,1.0029902218847997,
gaussian_zero,assd_after_mm,-1,0.5,1,15,2.240134311065376,2.2452673970726953,0.0051330860073192765,-0.001632714155181736,-0.013173469085350135,0.02633900999700551,-0.0051330860073192765,0.001632714155181736,-0.026704152881570593,0.013016323969864524,practical_equivalence,0,15,0,1.002291418859112,
gaussian_zero,negative_jacobian_ratio,-1,0.001,1,16,0.0044694899588648695,0.004362506777397357,-0.00010698318146751262,-0.0002120973076671362,-0.0003427739401558938,0.00018828387901521622,0.00010698318146751262,0.0002120973076671362,-0.00017477314240750276,0.0003403902139325509,practical_equivalence,1,14,1,0.9760636711454469,
gaussian_zero,below_safe_jacobian_ratio,-1,0.01,1,16,0.17194583779200912,0.16037898510694504,-0.011566852685064077,-0.010196998715400696,-0.021321086364332588,-0.0035918649635277703,0.011566852685064077,0.010196998715400696,0.0037926730350591243,0.02123249208088964,meaningful_benefit,9,6,1,0.9327296732878426,
